,indicator_id,region_id,date,value,indicator,category,region_type,region
10850,ZALL,26480,11/30/2005,63847.50071,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Phoenix;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
10851,ZALL,26480,12/31/2005,64493.17837,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Phoenix;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
11133,ZALL,26801,11/30/2005,144144.5676,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Rockdale;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
11134,ZALL,26801,12/31/2005,145442.0462,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Rockdale;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
11143,ZALL,52965,11/30/2005,371559.0464,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Lily Lake;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
11144,ZALL,52965,12/31/2005,374911.8945,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Lily Lake;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
11203,ZALL,31594,11/30/2005,213794.599,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Forestview;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
11204,ZALL,31594,12/31/2005,214457.5323,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Forestview;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
11226,ZALL,40424,11/30/2005,173794.3873,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Powers Lake;WI;Chicago-Naperville-Elgin, IL-IN-WI;Kenosha County"
11244,ZALL,14168,11/30/2005,467514.8656,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Tower Lakes;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
11245,ZALL,14168,12/31/2005,471152.8672,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Tower Lakes;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
11290,ZALL,32054,11/30/2005,218906.9985,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Hodgkins;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
11291,ZALL,32054,12/31/2005,220532.293,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Hodgkins;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
11421,ZALL,31795,11/30/2005,802302.6778,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Golf;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
11422,ZALL,31795,12/31/2005,809721.2434,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Golf;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
11439,ZALL,53668,11/30/2005,224289.3792,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Oakwood Hills;IL;Chicago-Naperville-Elgin, IL-IN-WI;McHenry County"
11440,ZALL,53668,12/31/2005,225516.9927,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Oakwood Hills;IL;Chicago-Naperville-Elgin, IL-IN-WI;McHenry County"
11537,ZALL,54684,11/30/2005,270193.2194,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Third Lake;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
11559,ZALL,253528,11/30/2005,187773.3606,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Lake Shangrila;WI;Chicago-Naperville-Elgin, IL-IN-WI;Kenosha County"
11654,ZALL,4754,11/30/2005,301414.8258,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Forest Lake;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
11655,ZALL,4754,12/31/2005,303400.9981,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Forest Lake;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
11911,ZALL,54747,11/30/2005,370834.8497,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Trout Valley;IL;Chicago-Naperville-Elgin, IL-IN-WI;McHenry County"
11912,ZALL,54747,12/31/2005,371375.1266,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Trout Valley;IL;Chicago-Naperville-Elgin, IL-IN-WI;McHenry County"
11960,ZALL,25156,11/30/2005,161306.1982,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Holiday Hills;IL;Chicago-Naperville-Elgin, IL-IN-WI;McHenry County"
11961,ZALL,25156,12/31/2005,163579.1248,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Holiday Hills;IL;Chicago-Naperville-Elgin, IL-IN-WI;McHenry County"
12616,ZALL,17426,12/31/2005,252210.4184,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Chicago;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
12617,ZALL,17426,1/31/2006,254694.3503,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Chicago;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
12941,ZALL,10215,12/31/2005,175891.7899,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Aurora;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
12942,ZALL,10215,1/31/2006,176812.6232,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Aurora;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
13013,ZALL,39931,12/31/2005,389040.5266,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Naperville;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
13014,ZALL,39931,1/31/2006,390593.0675,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Naperville;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
13199,ZALL,32238,12/31/2005,156597.8593,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Joliet;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
13200,ZALL,32238,1/31/2006,157453.9922,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Joliet;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
13223,ZALL,17943,12/31/2005,209073.5423,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Elgin;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
13224,ZALL,17943,1/31/2006,210418.5193,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Elgin;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
13377,ZALL,26534,12/31/2005,268259.2061,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Plainfield;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
13419,ZALL,39220,12/31/2005,152004.7643,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Kenosha;WI;Chicago-Naperville-Elgin, IL-IN-WI;Kenosha County"
13420,ZALL,39220,1/31/2006,152401.202,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Kenosha;WI;Chicago-Naperville-Elgin, IL-IN-WI;Kenosha County"
13551,ZALL,41587,12/31/2005,142035.0396,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Waukegan;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
13552,ZALL,41587,1/31/2006,142660.1467,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Waukegan;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
13631,ZALL,44597,12/31/2005,173534.9191,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Cicero;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13632,ZALL,44597,1/31/2006,175316.169,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Cicero;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13635,ZALL,41460,12/31/2005,172761.0824,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Valparaiso;IN;Chicago-Naperville-Elgin, IL-IN-WI;Porter County"
13636,ZALL,41460,1/31/2006,172889.2044,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Valparaiso;IN;Chicago-Naperville-Elgin, IL-IN-WI;Porter County"
13659,ZALL,50764,12/31/2005,339023.8276,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Arlington Heights;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13660,ZALL,50764,1/31/2006,341765.9219,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Arlington Heights;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13669,ZALL,17761,12/31/2005,243913.3567,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Des Plaines;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13670,ZALL,17761,1/31/2006,246290.3218,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Des Plaines;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13675,ZALL,18025,12/31/2005,388907.2829,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Evanston;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13676,ZALL,18025,1/31/2006,392343.3957,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Evanston;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13693,ZALL,33889,12/31/2005,252596.2881,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Schaumburg;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13694,ZALL,33889,1/31/2006,254744.5598,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Schaumburg;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13833,ZALL,45401,12/31/2005,41871.14615,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Gary;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
13834,ZALL,45401,1/31/2006,41875.42237,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Gary;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
13903,ZALL,10484,12/31/2005,219007.8142,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Bolingbrook;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
13904,ZALL,10484,1/31/2006,220246.3633,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Bolingbrook;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
13933,ZALL,26362,12/31/2005,262309.6966,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Palatine;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
13942,ZALL,52390,12/31/2005,58020.3243,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Hammond;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
14033,ZALL,33256,12/31/2005,303365.1175,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Orland Park;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14034,ZALL,33256,1/31/2006,305895.1599,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Orland Park;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14074,ZALL,31125,12/31/2005,167929.5387,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Crown Point;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
14075,ZALL,31125,1/31/2006,168367.3454,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Crown Point;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
14142,ZALL,20514,12/31/2005,330901.5687,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Skokie;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14143,ZALL,20514,1/31/2006,334258.4372,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Skokie;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14164,ZALL,24420,12/31/2005,348378.0847,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Downers Grove;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14165,ZALL,24420,1/31/2006,349672.2642,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Downers Grove;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14173,ZALL,269590,10/31/2006,585498.0337,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,neigh,"Lincoln Park;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
14256,ZALL,6267,12/31/2005,210163.8976,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Oak Lawn;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14257,ZALL,6267,1/31/2006,212116.0724,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Oak Lawn;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14260,ZALL,9969,12/31/2005,245186.7559,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Tinley Park;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14261,ZALL,9969,1/31/2006,247279.2375,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Tinley Park;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14262,ZALL,15894,12/31/2005,358492.6051,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Wheaton;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14263,ZALL,15894,1/31/2006,360140.8782,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Wheaton;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14305,ZALL,39899,12/31/2005,325916.539,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Mount Prospect;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14306,ZALL,39899,1/31/2006,328562.8293,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Mount Prospect;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14334,ZALL,38718,12/31/2005,530304.8921,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Glenview;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14335,ZALL,38718,1/31/2006,536012.0042,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Glenview;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14352,ZALL,50985,12/31/2005,214650.8185,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Berwyn;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14353,ZALL,50985,1/31/2006,216445.7048,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Berwyn;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14374,ZALL,6268,12/31/2005,357612.3494,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Oak Park;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14375,ZALL,6268,1/31/2006,361096.2816,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Oak Park;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14422,ZALL,4271,12/31/2005,245001.2453,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Crystal Lake;IL;Chicago-Naperville-Elgin, IL-IN-WI;McHenry County"
14423,ZALL,4271,1/31/2006,246568.1614,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Crystal Lake;IL;Chicago-Naperville-Elgin, IL-IN-WI;McHenry County"
14424,ZALL,12426,12/31/2005,278804.5979,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Lombard;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14425,ZALL,12426,1/31/2006,279808.6262,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Lombard;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14608,ZALL,28533,12/31/2005,273547.7091,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Hoffman Estates;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14609,ZALL,28533,1/31/2006,275622.2171,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Hoffman Estates;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14638,ZALL,4568,12/31/2005,454093.3659,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Elmhurst;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14639,ZALL,4568,1/31/2006,454896.8514,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Elmhurst;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14840,ZALL,26336,12/31/2005,273273.0538,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Oswego;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kendall County"
14841,ZALL,26336,1/31/2006,275112.5163,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Oswego;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kendall County"
14852,ZALL,13650,12/31/2005,301013.3362,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Saint Charles;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
14853,ZALL,13650,1/31/2006,302825.6394,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Saint Charles;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
14920,ZALL,33178,12/31/2005,542392.5023,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Northbrook;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14921,ZALL,33178,1/31/2006,546711.8815,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Northbrook;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
14932,ZALL,37757,12/31/2005,257176.7452,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Carol Stream;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14933,ZALL,37757,1/31/2006,257932.1786,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Carol Stream;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14982,ZALL,44042,12/31/2005,323049.8283,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Bartlett;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
14983,ZALL,44042,1/31/2006,324101.9647,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Bartlett;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
15034,ZALL,47876,12/31/2005,211867.1701,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Streamwood;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
15035,ZALL,47876,1/31/2006,213376.9058,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Streamwood;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
15072,ZALL,33330,12/31/2005,483137.9238,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Park Ridge;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
15073,ZALL,33330,1/31/2006,488931.5822,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Park Ridge;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
15120,ZALL,19328,12/31/2005,107392.5391,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Merrillville;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
15121,ZALL,19328,1/31/2006,107594.0335,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Merrillville;IN;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
15132,ZALL,39916,12/31/2005,255801.1571,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Mundelein;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
15133,ZALL,39916,1/31/2006,256856.1293,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Mundelein;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
15150,ZALL,3319,12/31/2005,278719.9549,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Addison;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
15151,ZALL,3319,1/31/2006,279868.7047,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Addison;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
15156,ZALL,47443,12/31/2005,198581.1855,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Romeoville;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
15157,ZALL,47443,1/31/2006,199546.8193,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Romeoville;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
15160,ZALL,15007,12/31/2005,297708.3551,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Buffalo Grove;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
15161,ZALL,15007,1/31/2006,299643.6732,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Buffalo Grove;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
15190,ZALL,24872,12/31/2005,390566.2685,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Glen Ellyn;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
15191,ZALL,24872,1/31/2006,392163.3496,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Glen Ellyn;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
15220,ZALL,53969,12/31/2005,143797.4816,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Portage;IN;Chicago-Naperville-Elgin, IL-IN-WI;Porter County"
15221,ZALL,53969,1/31/2006,143373.8344,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Portage;IN;Chicago-Naperville-Elgin, IL-IN-WI;Porter County"
15278,ZALL,21272,12/31/2005,219132.3296,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Wheeling;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
15279,ZALL,21272,1/31/2006,221118.3993,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Wheeling;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
15282,ZALL,29044,12/31/2005,266132.5482,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"New Lenox;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
15283,ZALL,29044,1/31/2006,267831.0511,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"New Lenox;IL;Chicago-Naperville-Elgin, IL-IN-WI;Will County"
15286,ZALL,45645,12/31/2005,183897.2888,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Hanover Park;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
15287,ZALL,45645,1/31/2006,184597.5427,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Hanover Park;IL;Chicago-Naperville-Elgin, IL-IN-WI;DuPage County"
15354,ZALL,10721,12/31/2005,153602.534,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Carpentersville;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
15355,ZALL,10721,1/31/2006,154497.6003,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Carpentersville;IL;Chicago-Naperville-Elgin, IL-IN-WI;Kane County"
15378,ZALL,820152,4/30/2018,90559.85256,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,neigh,"Argonne Heights;IL;Chicago-Naperville-Elgin, IL-IN-WI;North Chicago;Lake County"
15444,ZALL,5019,12/31/2005,251619.6782,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Gurnee;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
15445,ZALL,5019,1/31/2006,252656.7781,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Gurnee;IL;Chicago-Naperville-Elgin, IL-IN-WI;Lake County"
15466,ZALL,10669,12/31/2005,103205.3056,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,city,"Calumet City;IL;Chicago-Naperville-Elgin, IL-IN-WI;Cook County"
