,indicator_id,region_id,date,value,indicator,category,region_type,region
59852,ZALL,78084,2/28/2003,166803.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59853,ZALL,78084,3/31/2003,166558.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59854,ZALL,78084,4/30/2003,167482.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59855,ZALL,78084,5/31/2003,168845.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59856,ZALL,78084,6/30/2003,169978.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59857,ZALL,78084,7/31/2003,169649.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59858,ZALL,78084,8/31/2003,169172.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59859,ZALL,78084,9/30/2003,169839.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59860,ZALL,78084,10/31/2003,171067.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59861,ZALL,78084,11/30/2003,171989.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59862,ZALL,78084,12/31/2003,172458.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59863,ZALL,78084,1/31/2004,172708.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59864,ZALL,78084,2/29/2004,173639.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59865,ZALL,78084,3/31/2004,174064.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59866,ZALL,78084,4/30/2004,174632.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59867,ZALL,78084,5/31/2004,174951.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59868,ZALL,78084,6/30/2004,175990.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59869,ZALL,78084,7/31/2004,176918.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59870,ZALL,78084,8/31/2004,177847.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59871,ZALL,78084,9/30/2004,178136.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59872,ZALL,78084,10/31/2004,178235.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59873,ZALL,78084,11/30/2004,178372.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59874,ZALL,78084,12/31/2004,178554.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59875,ZALL,78084,1/31/2005,179866.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59876,ZALL,78084,2/28/2005,181246.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59877,ZALL,78084,3/31/2005,183088.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59878,ZALL,78084,4/30/2005,184010.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
59879,ZALL,78084,5/31/2005,184194.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"46304;IN;Chicago-Naperville-Elgin, IL-IN-WI;Chesterton;Porter County"
60075,ZALL,399713,1/31/1996,206228.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60076,ZALL,399713,2/29/1996,206755.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60077,ZALL,399713,3/31/1996,206714.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60078,ZALL,399713,4/30/1996,207367.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60079,ZALL,399713,5/31/1996,207598.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60080,ZALL,399713,6/30/1996,208833.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60081,ZALL,399713,7/31/1996,209971.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60082,ZALL,399713,8/31/1996,211787.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60083,ZALL,399713,9/30/1996,213739.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60084,ZALL,399713,10/31/1996,216465.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60085,ZALL,399713,11/30/1996,218492.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60086,ZALL,399713,12/31/1996,220407.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60087,ZALL,399713,1/31/1997,221176.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60088,ZALL,399713,2/28/1997,222043.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60089,ZALL,399713,3/31/1997,222535.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60090,ZALL,399713,4/30/1997,222929.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60091,ZALL,399713,5/31/1997,223911.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60092,ZALL,399713,6/30/1997,223718.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60093,ZALL,399713,7/31/1997,222875.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60094,ZALL,399713,8/31/1997,220233.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60095,ZALL,399713,9/30/1997,216815.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60096,ZALL,399713,10/31/1997,212851.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60097,ZALL,399713,11/30/1997,210035.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60098,ZALL,399713,12/31/1997,208145.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60099,ZALL,399713,1/31/1998,207625.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60100,ZALL,399713,2/28/1998,207414.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60101,ZALL,399713,3/31/1998,208833.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60102,ZALL,399713,4/30/1998,210225.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60103,ZALL,399713,5/31/1998,211583.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60104,ZALL,399713,6/30/1998,212052.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60105,ZALL,399713,7/31/1998,213603.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60106,ZALL,399713,8/31/1998,216921.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60107,ZALL,399713,9/30/1998,221580.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60108,ZALL,399713,10/31/1998,225895.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60109,ZALL,399713,11/30/1998,230037.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60110,ZALL,399713,12/31/1998,233376.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60111,ZALL,399713,1/31/1999,236827.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60112,ZALL,399713,2/28/1999,239410.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60113,ZALL,399713,3/31/1999,241612.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60114,ZALL,399713,4/30/1999,243275.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60115,ZALL,399713,5/31/1999,244959.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60116,ZALL,399713,6/30/1999,247884.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60117,ZALL,399713,7/31/1999,251249.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60118,ZALL,399713,8/31/1999,253582.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60119,ZALL,399713,9/30/1999,255596.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60120,ZALL,399713,10/31/1999,257312.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60121,ZALL,399713,11/30/1999,259913.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
60122,ZALL,399713,12/31/1999,262259.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60642;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
61329,ZALL,84430,1/31/1996,144730.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61330,ZALL,84430,2/29/1996,144823.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61331,ZALL,84430,3/31/1996,145021.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61332,ZALL,84430,4/30/1996,145307.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61333,ZALL,84430,5/31/1996,145695.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61334,ZALL,84430,6/30/1996,146205.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61335,ZALL,84430,7/31/1996,146629.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61336,ZALL,84430,8/31/1996,147129.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61337,ZALL,84430,9/30/1996,147542.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61338,ZALL,84430,10/31/1996,148216.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61339,ZALL,84430,11/30/1996,148688.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61340,ZALL,84430,12/31/1996,149091.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61341,ZALL,84430,1/31/1997,149347.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61342,ZALL,84430,2/28/1997,149760.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61343,ZALL,84430,3/31/1997,150125.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61344,ZALL,84430,4/30/1997,150579.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61345,ZALL,84430,5/31/1997,150900.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61346,ZALL,84430,6/30/1997,151075.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61347,ZALL,84430,7/31/1997,151163.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61348,ZALL,84430,8/31/1997,151339.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61349,ZALL,84430,9/30/1997,151583.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61350,ZALL,84430,10/31/1997,151721.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61351,ZALL,84430,11/30/1997,151775.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61352,ZALL,84430,12/31/1997,151928.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61353,ZALL,84430,1/31/1998,152254.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61354,ZALL,84430,2/28/1998,152630.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61355,ZALL,84430,3/31/1998,152941.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61356,ZALL,84430,4/30/1998,153226.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61357,ZALL,84430,5/31/1998,153498.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61358,ZALL,84430,6/30/1998,153685.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61359,ZALL,84430,7/31/1998,154152.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61360,ZALL,84430,8/31/1998,154273.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61361,ZALL,84430,9/30/1998,154639.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61362,ZALL,84430,10/31/1998,154651.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61363,ZALL,84430,11/30/1998,155342.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61364,ZALL,84430,12/31/1998,155989.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61365,ZALL,84430,1/31/1999,156707.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61366,ZALL,84430,2/28/1999,157174.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61367,ZALL,84430,3/31/1999,157724.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61368,ZALL,84430,4/30/1999,158358.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61369,ZALL,84430,5/31/1999,159014.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61370,ZALL,84430,6/30/1999,159807.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61371,ZALL,84430,7/31/1999,160807.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61372,ZALL,84430,8/31/1999,161901.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61373,ZALL,84430,9/30/1999,162622.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61374,ZALL,84430,10/31/1999,163271.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61375,ZALL,84430,11/30/1999,163874.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
61376,ZALL,84430,12/31/1999,164724.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60185;IL;Chicago-Naperville-Elgin, IL-IN-WI;West Chicago;DuPage County"
62076,ZALL,84652,1/31/1996,136673.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60655;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
62077,ZALL,84652,2/29/1996,136613.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60655;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
62078,ZALL,84652,3/31/1996,136416.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60655;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
62079,ZALL,84652,4/30/1996,136388.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60655;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
62080,ZALL,84652,5/31/1996,135777.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60655;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
62081,ZALL,84652,6/30/1996,135706.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60655;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
62082,ZALL,84652,7/31/1996,135456.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60655;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
62083,ZALL,84652,8/31/1996,135912.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60655;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
62084,ZALL,84652,9/30/1996,136390.0,"ZHVI All Homes (SFR, Condo/Co-op) Time Series ($)",Home values,zip,"60655;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County"
